# PIMCID: 9888e95f-03a4-44dd-97b7-57a62c54469f
# START_CONFIG 00000
       0        0        0       1.144E+00       1.749E+00      -6.324E-01      99       18        1        2
       1        2        0       1.145E+00       1.690E+00      -8.224E-01       0        0        2       21
       2       21        0       1.216E+00       1.708E+00      -8.043E-01       1        2        3        8
       3        8        0       1.217E+00       1.700E+00      -7.328E-01       2       21        4       25
       4       25        0       1.277E+00       1.682E+00      -5.768E-01       3        8        5       61
       5       61        0       1.255E+00       1.940E+00      -2.995E-01       4       25        6       20
       6       20        0       7.228E-01       1.642E+00      -4.209E-01       5       61        7       46
       7       46        0       4.459E-01       1.209E+00      -8.825E-02       6       20        8       53
       8       53        0       2.339E-01       1.289E+00       5.726E-01       7       46        9       30
       9       30        0       4.843E-01       1.553E+00      -1.262E-02       8       53       10       33
      10       33        0       2.419E-01       1.699E+00       7.635E-01       9       30       11       10
      11       10        0      -4.867E-02       1.637E+00       5.864E-01      10       33       12       50
      12       50        0      -1.222E-02       1.708E+00       4.606E-01      11       10       13       26
      13       26        0       1.951E-01       1.764E+00       4.862E-01      12       50       14       53
      14       53        0       4.361E-01       1.947E+00       7.160E-01      13       26       15       60
      15       60        0       2.216E-01       1.974E+00       7.634E-01      14       53       16       17
      16       17        0       2.634E-01       2.217E+00       1.034E+00      15       60       17       50
      17       50        0      -3.184E-03       2.439E+00       7.978E-01      16       17       18       30
      18       30        0       2.972E-03       2.428E+00       8.758E-01      17       50       19       47
      19       47        0       1.347E-02       2.334E+00       1.267E+00      18       30       20        8
      20        8        0       6.192E-03       2.271E+00       1.118E+00      19       47       21       54
      21       54        0      -7.848E-02       2.449E+00       1.508E+00      20        8       22        6
      22        6        0       9.326E-02       2.428E+00       1.120E+00      21       54       23       13
      23       13        0       2.655E-02       2.723E+00       8.965E-01      22        6       24       53
      24       53        0       8.253E-02       2.873E+00       5.994E-01      23       13       25       29
      25       29        0       1.318E-01       2.706E+00       8.441E-01      24       53       26       39
      26       39        0       1.085E-01       2.340E+00       8.787E-01      25       29       27       19
      27       19        0       3.135E-01       2.143E+00       8.539E-01      26       39       28       26
      28       26        0       4.806E-01       1.879E+00       9.585E-01      27       19       29       13
      29       13        0       2.875E-01       1.712E+00       1.373E+00      28       26       30       54
      30       54        0       6.545E-01       2.022E+00       1.421E+00      29       13       31       27
      31       27        0       7.259E-01       2.132E+00       1.335E+00      30       54       32       46
      32       46        0       8.533E-01       2.230E+00       1.417E+00      31       27       33       46
      33       46        0       7.756E-01       2.119E+00       1.422E+00      32       46       34       46
      34       46        0       7.213E-01       2.258E+00       1.482E+00      33       46       35       61
      35       61        0       8.475E-01       2.153E+00       1.054E+00      34       46       36       13
      36       13        0       9.259E-01       2.330E+00       7.254E-01      35       61       37       46
      37       46        0       1.250E+00       2.313E+00       7.015E-01      36       13       38       38
      38       38        0       1.180E+00       2.102E+00       6.574E-01      37       46       39        6
      39        6        0       1.064E+00       2.540E+00       6.447E-01      38       38       40       24
      40       24        0       1.173E+00       2.400E+00       5.618E-01      39        6       41        2
      41        2        0       8.708E-01       2.515E+00       2.679E-01      40       24       42       19
      42       19        0       7.289E-01       2.325E+00       6.463E-01      41        2       43        2
      43        2        0       1.039E+00       2.325E+00       6.849E-01      42       19       44       39
      44       39        0       1.096E+00       2.388E+00       4.834E-01      43        2       45       36
      45       36        0       1.018E+00       2.212E+00       4.705E-01      44       39       46       17
      46       17        0       1.095E+00       1.773E+00       3.905E-01      45       36       47        2
      47        2        0       8.064E-01       1.948E+00       7.563E-01      46       17       48       28
      48       28        0       7.716E-01       2.159E+00       8.120E-01      47        2       49        4
      49        4        0       3.355E-01       2.010E+00       7.973E-01      48       28       50       52
      50       52        0       3.994E-01       1.882E+00       6.301E-01      49        4       51        5
      51        5        0       4.792E-01       1.953E+00       7.578E-01      50       52       52       47
      52       47        0       6.280E-01       2.041E+00       9.924E-01      51        5       53       29
      53       29        0       1.488E-01       2.353E+00       9.872E-01      52       47       54       13
      54       13        0       2.769E-01       2.085E+00       7.894E-01      53       29       55       20
      55       20        0       1.666E-01       1.898E+00       1.254E+00      54       13       56       26
      56       26        0       4.605E-01       1.613E+00       1.156E+00      55       20       57       53
      57       53        0       5.575E-01       1.349E+00       1.195E+00      56       26       58       55
      58       55        0       8.495E-01       1.385E+00       9.937E-01      57       53       59       43
      59       43        0       1.072E+00       1.385E+00       1.175E+00      58       55       60        5
      60        5        0       9.947E-01       1.925E+00       9.157E-01      59       43       61       52
      61       52        0       1.334E+00       2.161E+00       8.936E-01      60        5       62       60
      62       60        0       1.374E+00       2.279E+00       1.010E+00      61       52       63       58
      63       58        0       1.409E+00       2.053E+00       1.096E+00      62       60       64        8
      64        8        0       1.218E+00       1.919E+00       1.240E+00      63       58       65       36
      65       36        0       1.319E+00       1.592E+00       1.263E+00      64        8       66       13
      66       13        0       1.144E+00       1.834E+00       8.932E-01      65       36       67        6
      67        6        0       1.394E+00       1.750E+00       9.868E-01      66       13       68       48
      68       48        0       1.379E+00       1.365E+00       5.867E-01      67        6       69       38
      69       38        0       1.193E+00       1.720E+00       7.284E-01      68       48       70       32
      70       32        0       1.189E+00       2.237E+00       7.750E-01      69       38       71       36
      71       36        0       9.641E-01       2.503E+00       8.916E-01      70       32       72        7
      72        7        0       1.029E+00       2.572E+00       9.553E-01      71       36       73       46
      73       46        0       5.954E-01       2.828E+00       9.440E-01      72        7       74       23
      74       23        0       5.402E-01       2.614E+00       7.440E-01      73       46       75       35
      75       35        0       4.998E-01       2.321E+00       5.765E-01      74       23       76       33
      76       33        0       3.394E-01       2.260E+00       4.650E-01      75       35       77       21
      77       21        0       6.733E-01       2.454E+00       5.779E-01      76       33       78       42
      78       42        0       9.360E-01       2.706E+00       3.248E-01      77       21       79       46
      79       46        0       8.573E-01       2.483E+00       7.732E-01      78       42       80        3
      80        3        0       9.151E-01       2.728E+00       6.876E-01      79       46       81       24
      81       24        0       9.780E-01       2.565E+00       6.500E-01      80        3       82       29
      82       29        0       1.291E+00       2.630E+00       3.003E-01      81       24       83       49
      83       49        0       1.497E+00       2.726E+00       6.871E-01      82       29       84        2
      84        2        0       1.393E+00       3.056E+00       6.255E-01      83       49       85       43
      85       43        0       1.417E+00       2.837E+00       7.353E-01      84        2       86       43
      86       43        0       9.076E-01       2.767E+00       2.709E-01      85       43       87       54
      87       54        0       6.472E-01       2.870E+00       4.018E-01      86       43       88       53
      88       53        0       5.683E-01       2.918E+00       5.411E-01      87       54       89       20
      89       20        0       6.493E-01       2.851E+00       6.600E-01      88       53       90       12
      90       12        0       8.593E-01       2.876E+00       6.439E-01      89       20       91       56
      91       56        0       6.282E-01       2.840E+00       4.006E-01      90       12       92       48
      92       48        0       7.889E-01       2.665E+00       6.247E-01      91       56       93       47
      93       47        0       1.168E+00       2.657E+00       2.250E-01      92       48       94       52
      94       52        0       1.141E+00       2.470E+00       3.144E-01      93       47       95        0
      95        0        0       1.336E+00       2.229E+00       2.665E-01      94       52       96       36
      96       36        0       1.094E+00       2.089E+00       8.945E-02      95        0       97        5
      97        5        0       1.163E+00       2.087E+00      -3.512E-01      96       36       98       60
      98       60        0       1.104E+00       2.249E+00      -5.929E-01      97        5       99       18
      99       18        0       1.219E+00       2.060E+00      -4.198E-01      98       60        0        0
       0        1        0      -4.843E-01       5.712E+00       3.795E+00      99       26        1       38
       1       38        0      -5.997E-01       5.386E+00       3.733E+00       0        1        2       55
       2       55        0      -4.465E-01       5.472E+00       3.926E+00       1       38        3        1
       3        1        0      -2.455E-01       5.388E+00       3.635E+00       2       55        4       28
       4       28        0       3.610E-02       5.557E+00       3.850E+00       3        1        5       33
       5       33        0       4.649E-01       5.811E+00       3.596E+00       4       28        6       19
       6       19        0       1.751E-01       5.785E+00       3.400E+00       5       33        7        3
       7        3        0       4.457E-02       5.393E+00       3.466E+00       6       19        8       19
       8       19        0       1.616E-02       5.499E+00       3.678E+00       7        3        9        7
       9        7        0       3.325E-01       5.312E+00       3.970E+00       8       19       10       47
      10       47        0       3.334E-01       5.579E+00       3.850E+00       9        7       11        1
      11        1        0       5.368E-01       5.373E+00       3.875E+00      10       47       12       47
      12       47        0       5.394E-01       5.598E+00       3.681E+00      11        1       13       12
      13       12        0       5.100E-01       5.557E+00       3.541E+00      12       47       14       21
      14       21        0       7.303E-01       5.425E+00       3.696E+00      13       12       15        5
      15        5        0       5.678E-01       5.717E+00       3.849E+00      14       21       16       13
      16       13        0       4.834E-01       5.782E+00       4.042E+00      15        5       17       42
      17       42        0       5.792E-01       5.981E+00       3.763E+00      16       13       18       32
      18       32        0       9.457E-01       6.092E+00       3.388E+00      17       42       19       24
      19       24        0       8.356E-01       6.250E+00       3.247E+00      18       32       20        4
      20        4        0       6.446E-01       6.285E+00       3.158E+00      19       24       21       58
      21       58        0       6.263E-01       6.286E+00       3.166E+00      20        4       22       23
      22       23        0       7.498E-01       6.111E+00       3.254E+00      21       58       23       47
      23       47        0       1.003E+00       5.993E+00       3.640E+00      22       23       24        8
      24        8        0       8.223E-01       5.979E+00       3.567E+00      23       47       25       58
      25       58        0       1.302E+00       6.093E+00       3.467E+00      24        8       26       38
      26       38        0       1.767E+00       6.347E+00       3.548E+00      25       58       27       34
      27       34        0       1.549E+00       6.430E+00       3.730E+00      26       38       28        0
      28        0        0       1.611E+00       6.497E+00       3.456E+00      27       34       29       25
      29       25        0       1.927E+00       6.484E+00       3.273E+00      28        0       30        7
      30        7        0       1.499E+00       6.506E+00       3.790E+00      29       25       31        1
      31        1        0       1.492E+00       6.364E+00       4.127E+00      30        7       32       59
      32       59        0       1.613E+00       6.515E+00       3.951E+00      31        1       33       12
      33       12        0       1.897E+00       6.361E+00       3.785E+00      32       59       34       26
      34       26        0       1.680E+00       6.002E+00       3.790E+00      33       12       35       36
      35       36        0       1.602E+00       5.786E+00       3.608E+00      34       26       36        0
      36        0        0       1.391E+00       6.190E+00       3.689E+00      35       36       37       48
      37       48        0       1.280E+00       6.237E+00       3.515E+00      36        0       38       49
      38       49        0       1.154E+00       6.309E+00       3.553E+00      37       48       39       33
      39       33        0       9.809E-01       6.348E+00       3.690E+00      38       49       40       21
      40       21        0       1.055E+00       5.828E+00       3.989E+00      39       33       41       31
      41       31        0       8.812E-01       6.166E+00       3.819E+00      40       21       42       13
      42       13        0       7.193E-01       6.225E+00       3.412E+00      41       31       43       46
      43       46        0       6.591E-01       6.177E+00       3.274E+00      42       13       44       53
      44       53        0       4.154E-01       6.254E+00       3.801E+00      43       46       45       43
      45       43        0       3.100E-01       6.675E+00       3.386E+00      44       53       46       15
      46       15        0       6.789E-02       6.547E+00       3.191E+00      45       43       47       50
      47       50        0       2.237E-01       6.616E+00       3.043E+00      46       15       48       58
      48       58        0       1.692E-01       6.748E+00       3.086E+00      47       50       49       10
      49       10        0       1.506E-01       6.680E+00       3.019E+00      48       58       50       22
      50       22        0      -1.668E-02       6.602E+00       2.785E+00      49       10       51       46
      51       46        0       5.373E-02       6.728E+00       3.161E+00      50       22       52       19
      52       19        0      -2.406E-02       6.603E+00       3.215E+00      51       46       53       53
      53       53        0       1.010E-01       6.666E+00       3.479E+00      52       19       54       14
      54       14        0       1.163E-02       6.594E+00       3.533E+00      53       53       55       52
      55       52        0       1.396E-01       6.665E+00       3.165E+00      54       14       56       25
      56       25        0       2.207E-01       6.501E+00       3.210E+00      55       52       57       47
      57       47        0       1.409E-01       6.056E+00       2.971E+00      56       25       58       36
      58       36        0       8.195E-02       5.823E+00       3.171E+00      57       47       59       49
      59       49        0       3.276E-01       5.985E+00       3.281E+00      58       36       60       15
      60       15        0       4.069E-01       5.749E+00       3.109E+00      59       49       61       28
      61       28        0       1.856E-01       6.131E+00       2.913E+00      60       15       62       55
      62       55        0       2.744E-01       6.334E+00       2.931E+00      61       28       63       62
      63       62        0       9.293E-02       6.218E+00       3.196E+00      62       55       64       62
      64       62        0       1.949E-01       6.191E+00       2.837E+00      63       62       65        9
      65        9        0       1.424E-01       6.154E+00       2.915E+00      64       62       66       25
      66       25        0       3.316E-01       6.219E+00       3.116E+00      65        9       67       49
      67       49        0       3.957E-01       6.283E+00       3.317E+00      66       25       68       12
      68       12        0       4.587E-01       6.151E+00       3.428E+00      67       49       69       37
      69       37        0       6.175E-01       6.094E+00       3.207E+00      68       12       70       19
      70       19        0       4.102E-01       6.617E+00       3.054E+00      69       37       71       45
      71       45        0       2.919E-01       6.400E+00       2.952E+00      70       19       72        6
      72        6        0       3.961E-01       6.539E+00       3.187E+00      71       45       73       55
      73       55        0      -1.265E-01       6.594E+00       3.204E+00      72        6       74       19
      74       19        0       1.324E-01       6.250E+00       2.913E+00      73       55       75       49
      75       49        0       2.894E-01       6.291E+00       2.942E+00      74       19       76       18
      76       18        0       1.781E-02       5.866E+00       2.779E+00      75       49       77       11
      77       11        0      -9.356E-03       5.502E+00       2.272E+00      76       18       78        7
      78        7        0       8.774E-02       5.475E+00       2.664E+00      77       11       79       12
      79       12        0      -4.703E-01       5.310E+00       2.864E+00      78        7       80       18
      80       18        0      -5.875E-01       4.967E+00       2.602E+00      79       12       81       12
      81       12        0      -4.816E-01       4.970E+00       2.548E+00      80       18       82       57
      82       57        0      -4.038E-01       4.740E+00       2.810E+00      81       12       83       12
      83       12        0      -5.298E-01       5.157E+00       2.792E+00      82       57       84       47
      84       47        0      -1.565E-01       5.159E+00       3.010E+00      83       12       85       35
      85       35        0      -3.617E-01       5.355E+00       2.866E+00      84       47       86       17
      86       17        0      -1.293E-01       5.577E+00       2.680E+00      85       35       87       21
      87       21        0       1.331E-01       5.698E+00       2.848E+00      86       17       88       32
      88       32        0       1.202E-01       5.676E+00       2.840E+00      87       21       89       12
      89       12        0       3.524E-01       5.803E+00       2.653E+00      88       32       90        0
      90        0        0       9.732E-03       5.483E+00       2.603E+00      89       12       91       61
      91       61        0      -1.044E-01       5.592E+00       2.660E+00      90        0       92       20
      92       20        0       3.997E-02       5.634E+00       2.669E+00      91       61       93       38
      93       38        0       1.925E-01       5.517E+00       2.821E+00      92       20       94        7
      94        7        0       1.771E-01       5.447E+00       2.938E+00      93       38       95        2
      95        2        0      -5.035E-02       5.323E+00       3.266E+00      94        7       96        0
      96        0        0      -5.435E-01       5.302E+00       3.768E+00      95        2       97       43
      97       43        0      -6.757E-01       5.516E+00       3.666E+00      96        0       98        7
      98        7        0      -7.200E-01       5.610E+00       3.681E+00      97       43       99       26
      99       26        0      -6.168E-01       5.425E+00       3.494E+00      98        7        0        1
       0        2        0      -2.703E+00       4.871E+00       2.878E+00      99       49        1       50
       1       50        0      -2.919E+00       4.899E+00       2.601E+00       0        2        2       11
       2       11        0      -2.480E+00       4.725E+00       2.619E+00       1       50        3       44
       3       44        0      -2.423E+00       4.843E+00       2.655E+00       2       11        4       23
       4       23        0      -2.620E+00       4.824E+00       2.584E+00       3       44        5        1
       5        1        0      -2.677E+00       5.084E+00       2.667E+00       4       23        6       29
       6       29        0      -2.446E+00       4.959E+00       2.381E+00       5        1        7        5
       7        5        0      -2.059E+00       4.823E+00       2.320E+00       6       29        8        4
       8        4        0      -2.083E+00       4.517E+00       2.440E+00       7        5        9       53
       9       53        0      -2.138E+00       4.098E+00       2.705E+00       8        4       10       23
      10       23        0      -2.288E+00       4.286E+00       3.041E+00       9       53       11        4
      11        4        0      -1.846E+00       4.196E+00       3.158E+00      10       23       12       58
      12       58        0      -1.856E+00       4.234E+00       3.409E+00      11        4       13        6
      13        6        0      -1.834E+00       4.353E+00       3.283E+00      12       58       14       10
      14       10        0      -2.309E+00       3.868E+00       3.252E+00      13        6       15       33
